SKU,Branch,Month,Price,Category,Units,Unit_Cost
Battery_02,Phoenix,Feb,162.61,Battery,24,118
Battery_02,Phoenix,Mar,171.39,Battery,22,118
Battery_02,Phoenix,Apr,159.91,Battery,24,118
Battery_02,Phoenix,May,173.08,Battery,23,118
Battery_02,Phoenix,Jun,161.46,Battery,25,118
Battery_02,Phoenix,Jul,161.67,Battery,25,118
Battery_02,Phoenix,Aug,160.44,Battery,25,118
Battery_02,Phoenix,Sep,171.59,Battery,22,118
Battery_02,Phoenix,Oct,161.96,Battery,23,118
Battery_02,Phoenix,Nov,173.23,Battery,22,118
Battery_02,Phoenix,Dec,165.58,Battery,23,118
Brake_01,Atlanta,Jan,113.09,Brake,42,82
Brake_01,Atlanta,Feb,116.16,Brake,39,82
Brake_01,Atlanta,Mar,125.52,Brake,36,82
Brake_01,Atlanta,Apr,120.72,Brake,41,82
Brake_01,Atlanta,May,113.97,Brake,50,82
Brake_01,Atlanta,Jun,123.85,Brake,47,82
Brake_01,Atlanta,Jul,124.56,Brake,43,82
Brake_01,Atlanta,Aug,113.55,Brake,47,82
Brake_01,Atlanta,Sep,126.1,Brake,36,82
Brake_01,Atlanta,Oct,112.67,Brake,51,82
Brake_01,Atlanta,Nov,116.82,Brake,48,82
Brake_01,Atlanta,Dec,122.31,Brake,38,82
Brake_01,Dallas,Jan,117.89,Brake,37,82
Brake_01,Dallas,Feb,114.22,Brake,45,82
Brake_01,Dallas,Mar,112.58,Brake,47,82
Brake_01,Dallas,Apr,123.5,Brake,45,82
Brake_01,Dallas,May,111.95,Brake,46,82
Brake_01,Dallas,Jun,114.68,Brake,45,82
Brake_01,Dallas,Jul,116.71,Brake,38,82
Brake_01,Dallas,Aug,116.49,Brake,49,82
Brake_01,Dallas,Sep,121.88,Brake,40,82
Brake_01,Dallas,Oct,117.75,Brake,41,82
Brake_01,Dallas,Nov,119.26,Brake,39,82
Brake_01,Dallas,Dec,120.24,Brake,42,82
Brake_01,Houston,Jan,121.55,Brake,38,82
Brake_01,Houston,Feb,114.46,Brake,40,82
Brake_01,Houston,Mar,112.69,Brake,42,82
Brake_01,Houston,Apr,113.24,Brake,48,82
Brake_01,Houston,May,123.1,Brake,37,82
Brake_01,Houston,Jun,119.92,Brake,42,82
Brake_01,Houston,Jul,112.18,Brake,46,82
Brake_01,Houston,Aug,122.73,Brake,42,82
Brake_01,Houston,Sep,116.84,Brake,52,82
Brake_01,Houston,Oct,114.71,Brake,47,82
Brake_01,Houston,Nov,127.89,Brake,37,82
Brake_01,Houston,Dec,127.09,Brake,39,82
Brake_01,Phoenix,Jan,126.51,Brake,31,82
Brake_01,Phoenix,Feb,123.58,Brake,36,82
Brake_01,Phoenix,Mar,124.38,Brake,42,82
Brake_01,Phoenix,Apr,119.9,Brake,41,82
Brake_01,Phoenix,May,120.38,Brake,38,82
Brake_01,Phoenix,Jun,113.41,Brake,44,82
Brake_01,Phoenix,Jul,112.13,Brake,40,82
Brake_01,Phoenix,Aug,120.14,Brake,44,82
Brake_01,Phoenix,Sep,126.85,Brake,34,82
Brake_01,Phoenix,Oct,124.29,Brake,32,82
Brake_01,Phoenix,Nov,115.44,Brake,39,82
Brake_01,Phoenix,Dec,114.31,Brake,38,82
Brake_02,Atlanta,Jan,127.26,Brake,36,92
Brake_02,Atlanta,Feb,129.08,Brake,40,92
Brake_02,Atlanta,Mar,126.32,Brake,44,92
Brake_02,Atlanta,Apr,125.86,Brake,43,92
Brake_02,Atlanta,May,135.23,Brake,39,92
Brake_02,Atlanta,Jun,128.85,Brake,37,92
Brake_02,Atlanta,Jul,138.61,Brake,39,92
Brake_02,Atlanta,Aug,128.15,Brake,40,92
Brake_02,Atlanta,Sep,132.0,Brake,37,92
Brake_02,Atlanta,Oct,138.02,Brake,37,92
Brake_02,Atlanta,Nov,141.0,Brake,38,92
Brake_02,Atlanta,Dec,130.12,Brake,44,92
Brake_02,Dallas,Jan,143.12,Brake,32,92
Brake_02,Dallas,Feb,142.02,Brake,35,92
Brake_02,Dallas,Mar,140.74,Brake,37,92
Brake_02,Dallas,Apr,142.49,Brake,34,92
Brake_02,Dallas,May,131.56,Brake,36,92
Brake_02,Dallas,Jun,133.62,Brake,36,92
Brake_02,Dallas,Jul,141.01,Brake,28,92
Brake_02,Dallas,Aug,129.75,Brake,39,92
Brake_02,Dallas,Sep,127.82,Brake,39,92
Brake_02,Dallas,Oct,131.66,Brake,36,92
Brake_02,Dallas,Nov,135.36,Brake,32,92
Brake_02,Dallas,Dec,143.92,Brake,35,92
Brake_02,Houston,Jan,143.74,Brake,30,92
Brake_02,Houston,Feb,131.24,Brake,29,92
Brake_02,Houston,Mar,130.93,Brake,35,92
Brake_02,Houston,Apr,135.05,Brake,33,92
Brake_02,Houston,May,126.52,Brake,39,92
Brake_02,Houston,Jun,130.08,Brake,36,92
Brake_02,Houston,Jul,128.29,Brake,39,92
Brake_02,Houston,Aug,130.12,Brake,37,92
Brake_02,Houston,Sep,138.25,Brake,31,92
Brake_02,Houston,Oct,139.31,Brake,35,92
Brake_02,Houston,Nov,132.5,Brake,38,92
Brake_02,Houston,Dec,135.68,Brake,36,92
Brake_02,Phoenix,Jan,127.31,Brake,29,92
Brake_02,Phoenix,Feb,132.15,Brake,35,92
Brake_02,Phoenix,Mar,139.27,Brake,33,92
Brake_02,Phoenix,Apr,127.14,Brake,39,92
Brake_02,Phoenix,May,128.6,Brake,36,92
Brake_02,Phoenix,Jun,125.72,Brake,39,92
Brake_02,Phoenix,Jul,127.47,Brake,37,92
Brake_02,Phoenix,Aug,138.63,Brake,29,92
Brake_02,Phoenix,Sep,137.87,Brake,34,92
Brake_02,Phoenix,Oct,130.03,Brake,31,92
Brake_02,Phoenix,Nov,131.7,Brake,35,92
Brake_02,Phoenix,Dec,141.6,Brake,33,92
Engine_01,Atlanta,Jan,336.49,Engine,15,228
Engine_01,Atlanta,Feb,309.75,Engine,15,228
Engine_01,Atlanta,Mar,335.72,Engine,16,228
Engine_01,Atlanta,Apr,313.62,Engine,17,228
Engine_01,Atlanta,May,311.24,Engine,17,228
Engine_01,Atlanta,Jun,331.08,Engine,17,228
Engine_01,Atlanta,Jul,328.8,Engine,19,228
Engine_01,Atlanta,Aug,334.61,Engine,17,228
Engine_01,Atlanta,Sep,330.42,Engine,16,228
Engine_01,Atlanta,Oct,298.65,Engine,15,228
Engine_01,Atlanta,Nov,335.02,Engine,14,228
Engine_01,Atlanta,Dec,322.57,Engine,16,228
Engine_01,Dallas,Jan,327.22,Engine,12,228
Engine_01,Dallas,Feb,332.92,Engine,17,228
Engine_01,Dallas,Mar,297.85,Engine,16,228
Engine_01,Dallas,Apr,313.62,Engine,16,228
Engine_01,Dallas,May,295.43,Engine,19,228
Engine_01,Dallas,Jun,318.68,Engine,18,228
Engine_01,Dallas,Jul,335.38,Engine,14,228
Engine_01,Dallas,Aug,331.26,Engine,15,228
Engine_01,Dallas,Sep,302.81,Engine,17,228
Engine_01,Dallas,Oct,336.74,Engine,16,228
Engine_01,Dallas,Nov,296.2,Engine,17,228
Engine_01,Dallas,Dec,316.02,Engine,15,228
Engine_01,Houston,Jan,320.71,Engine,14,228
Engine_01,Houston,Feb,320.63,Engine,17,228
Engine_01,Houston,Mar,318.72,Engine,15,228
Engine_01,Houston,Apr,320.3,Engine,17,228
Engine_01,Houston,May,305.18,Engine,16,228
Engine_01,Houston,Jun,308.53,Engine,15,228
Engine_01,Houston,Jul,318.69,Engine,14,228
Engine_01,Houston,Aug,328.84,Engine,16,228
Engine_01,Houston,Sep,323.15,Engine,16,228
Engine_01,Houston,Oct,311.39,Engine,17,228
Engine_01,Houston,Nov,334.08,Engine,14,228
Engine_01,Houston,Dec,328.7,Engine,14,228
Engine_01,Phoenix,Jan,320.21,Engine,13,228
Engine_01,Phoenix,Feb,322.57,Engine,14,228
Engine_01,Phoenix,Mar,315.9,Engine,15,228
Engine_01,Phoenix,Apr,330.53,Engine,16,228
Engine_01,Phoenix,May,317.29,Engine,16,228
Engine_01,Phoenix,Jun,310.74,Engine,16,228
Engine_01,Phoenix,Jul,298.86,Engine,18,228
Engine_01,Phoenix,Aug,302.34,Engine,17,228
Engine_01,Phoenix,Sep,298.96,Engine,13,228
Engine_01,Phoenix,Oct,312.24,Engine,17,228
Engine_01,Phoenix,Nov,332.82,Engine,14,228
Engine_01,Phoenix,Dec,327.51,Engine,11,228
Engine_02,Atlanta,Jan,331.97,Engine,14,255
Engine_02,Atlanta,Feb,374.64,Engine,12,255
Engine_02,Atlanta,Mar,355.58,Engine,12,255
Engine_02,Atlanta,Apr,352.39,Engine,14,255
Engine_02,Atlanta,May,356.62,Engine,13,255
Engine_02,Atlanta,Jun,348.9,Engine,13,255
Engine_02,Atlanta,Jul,331.15,Engine,14,255
Engine_02,Atlanta,Aug,346.43,Engine,14,255
Engine_02,Atlanta,Sep,336.1,Engine,14,255
Engine_02,Atlanta,Oct,363.9,Engine,14,255
Engine_02,Atlanta,Nov,369.37,Engine,12,255
Engine_02,Atlanta,Dec,356.84,Engine,13,255
Engine_02,Dallas,Jan,349.86,Engine,13,255
Engine_02,Dallas,Feb,377.34,Engine,12,255
Engine_02,Dallas,Mar,337.46,Engine,13,255
Engine_02,Dallas,Apr,342.98,Engine,14,255
Engine_02,Dallas,May,352.97,Engine,13,255
Engine_02,Dallas,Jun,346.49,Engine,14,255
Engine_02,Dallas,Jul,361.63,Engine,13,255
Engine_02,Dallas,Aug,336.56,Engine,14,255
Engine_02,Dallas,Sep,336.51,Engine,12,255
Engine_02,Dallas,Oct,347.33,Engine,14,255
Engine_02,Dallas,Nov,374.72,Engine,14,255
Engine_02,Dallas,Dec,338.71,Engine,13,255
Engine_02,Houston,Jan,339.71,Engine,11,255
Engine_02,Houston,Feb,334.56,Engine,12,255
Engine_02,Houston,Mar,336.15,Engine,11,255
Engine_02,Houston,Apr,348.25,Engine,13,255
Engine_02,Houston,May,355.17,Engine,13,255
Engine_02,Houston,Jun,369.88,Engine,13,255
Engine_02,Houston,Jul,361.36,Engine,14,255
Engine_02,Houston,Aug,367.34,Engine,12,255
Engine_02,Houston,Sep,339.32,Engine,12,255
Engine_02,Houston,Oct,354.23,Engine,11,255
Engine_02,Houston,Nov,360.88,Engine,11,255
Engine_02,Houston,Dec,367.3,Engine,9,255
Engine_02,Phoenix,Jan,359.32,Engine,11,255
Engine_02,Phoenix,Feb,336.49,Engine,14,255
Engine_02,Phoenix,Mar,344.25,Engine,14,255
Engine_02,Phoenix,Apr,358.52,Engine,11,255
Engine_02,Phoenix,May,347.85,Engine,13,255
Engine_02,Phoenix,Jun,341.94,Engine,13,255
Engine_02,Phoenix,Jul,335.21,Engine,13,255
Engine_02,Phoenix,Aug,338.14,Engine,12,255
Engine_02,Phoenix,Sep,339.42,Engine,12,255
Engine_02,Phoenix,Oct,374.72,Engine,11,255
Engine_02,Phoenix,Nov,334.14,Engine,10,255
Engine_02,Phoenix,Dec,378.97,Engine,12,255
Filter_01,Atlanta,Jan,53.47,Filter,91,31
Filter_01,Atlanta,Feb,50.82,Filter,101,31
Filter_01,Atlanta,Mar,51.09,Filter,103,31
Filter_01,Atlanta,Apr,48.62,Filter,107,31
Filter_01,Atlanta,May,51.75,Filter,89,31
Filter_01,Atlanta,Jun,52.66,Filter,104,31
Filter_01,Atlanta,Jul,48.58,Filter,112,31
Filter_01,Atlanta,Aug,52.16,Filter,100,31
Filter_01,Atlanta,Sep,53.97,Filter,98,31
Filter_01,Atlanta,Oct,48.98,Filter,100,31
Filter_01,Atlanta,Nov,48.74,Filter,127,31
Filter_01,Atlanta,Dec,53.0,Filter,106,31
Filter_01,Dallas,Jan,53.15,Filter,80,31
Filter_01,Dallas,Feb,51.04,Filter,96,31
Filter_01,Dallas,Mar,50.29,Filter,108,31
Filter_01,Dallas,Apr,52.95,Filter,92,31
Filter_01,Dallas,May,54.15,Filter,112,31
Filter_01,Dallas,Jun,51.95,Filter,101,31
Filter_01,Dallas,Jul,49.78,Filter,102,31
Filter_01,Dallas,Aug,48.54,Filter,119,31
Filter_01,Dallas,Sep,53.06,Filter,92,31
Filter_01,Dallas,Oct,55.4,Filter,90,31
Filter_01,Dallas,Nov,55.38,Filter,80,31
Filter_01,Dallas,Dec,51.16,Filter,100,31
Filter_01,Houston,Jan,54.56,Filter,72,31
Filter_01,Houston,Feb,52.41,Filter,83,31
Filter_01,Houston,Mar,55.18,Filter,87,31
Filter_01,Houston,Apr,49.07,Filter,117,31
Filter_01,Houston,May,52.84,Filter,99,31
Filter_01,Houston,Jun,53.75,Filter,91,31
Filter_01,Houston,Jul,53.43,Filter,85,31
Filter_01,Houston,Aug,50.5,Filter,110,31
Filter_01,Houston,Sep,54.25,Filter,88,31
Filter_01,Houston,Oct,55.01,Filter,84,31
Filter_01,Houston,Nov,52.08,Filter,100,31
Filter_01,Houston,Dec,53.09,Filter,84,31
Filter_01,Phoenix,Jan,53.65,Filter,79,31
Filter_01,Phoenix,Feb,50.71,Filter,92,31
Filter_01,Phoenix,Mar,54.15,Filter,78,31
Filter_01,Phoenix,Apr,48.93,Filter,87,31
Filter_01,Phoenix,May,48.54,Filter,96,31
Filter_01,Phoenix,Jun,49.62,Filter,112,31
Filter_01,Phoenix,Jul,49.5,Filter,104,31
Filter_01,Phoenix,Aug,53.56,Filter,74,31
Filter_01,Phoenix,Sep,53.17,Filter,88,31
Filter_01,Phoenix,Oct,52.81,Filter,98,31
Filter_01,Phoenix,Nov,51.41,Filter,82,31
Filter_01,Phoenix,Dec,53.88,Filter,69,31
Filter_02,Atlanta,Jan,66.48,Filter,90,40
Filter_02,Atlanta,Feb,70.42,Filter,72,40
Filter_02,Atlanta,Mar,64.22,Filter,89,40
Filter_02,Atlanta,Apr,71.11,Filter,83,40
Filter_02,Atlanta,May,66.29,Filter,86,40
Filter_02,Atlanta,Jun,63.34,Filter,101,40
Filter_02,Atlanta,Jul,71.86,Filter,77,40
Filter_02,Atlanta,Aug,72.28,Filter,73,40
Filter_02,Atlanta,Sep,72.29,Filter,86,40
Filter_02,Atlanta,Oct,67.51,Filter,89,40
Filter_02,Atlanta,Nov,66.03,Filter,91,40
Filter_02,Atlanta,Dec,70.4,Filter,66,40
Filter_02,Dallas,Jan,63.38,Filter,81,40
Filter_02,Dallas,Feb,64.17,Filter,95,40
Filter_02,Dallas,Mar,67.92,Filter,70,40
Filter_02,Dallas,Apr,67.37,Filter,80,40
Filter_02,Dallas,May,67.03,Filter,92,40
Filter_02,Dallas,Jun,63.67,Filter,99,40
Filter_02,Dallas,Jul,66.81,Filter,85,40
Filter_02,Dallas,Aug,71.39,Filter,90,40
Filter_02,Dallas,Sep,69.51,Filter,75,40
Filter_02,Dallas,Oct,68.82,Filter,77,40
Filter_02,Dallas,Nov,72.19,Filter,58,40
Filter_02,Dallas,Dec,69.36,Filter,81,40
Filter_02,Houston,Jan,67.6,Filter,76,40
Filter_02,Houston,Feb,66.92,Filter,75,40
Filter_02,Houston,Mar,72.39,Filter,65,40
Filter_02,Houston,Apr,66.28,Filter,81,40
Filter_02,Houston,May,71.28,Filter,68,40
Filter_02,Houston,Jun,69.87,Filter,73,40
Filter_02,Houston,Jul,69.23,Filter,79,40
Filter_02,Houston,Aug,70.89,Filter,76,40
Filter_02,Houston,Sep,65.92,Filter,83,40
Filter_02,Houston,Oct,70.92,Filter,66,40
Filter_02,Houston,Nov,72.67,Filter,55,40
Filter_02,Houston,Dec,70.63,Filter,60,40
Filter_02,Phoenix,Jan,70.78,Filter,60,40
Filter_02,Phoenix,Feb,68.47,Filter,69,40
Filter_02,Phoenix,Mar,67.44,Filter,71,40
Filter_02,Phoenix,Apr,64.35,Filter,85,40
Filter_02,Phoenix,May,64.6,Filter,84,40
Filter_02,Phoenix,Jun,64.2,Filter,91,40
Filter_02,Phoenix,Jul,64.04,Filter,81,40
Filter_02,Phoenix,Aug,71.06,Filter,71,40
Filter_02,Phoenix,Sep,69.96,Filter,76,40
Filter_02,Phoenix,Oct,72.26,Filter,62,40
Filter_02,Phoenix,Nov,72.63,Filter,59,40
Filter_02,Phoenix,Dec,64.03,Filter,84,40
Lighting_01,Atlanta,Jan,83.1,Lighting,60,49
Lighting_01,Atlanta,Feb,82.68,Lighting,63,49
Lighting_01,Atlanta,Mar,85.55,Lighting,58,49
Lighting_01,Atlanta,Apr,89.01,Lighting,58,49
Lighting_01,Atlanta,May,86.1,Lighting,59,49
Lighting_01,Atlanta,Jun,92.58,Lighting,56,49
Lighting_01,Atlanta,Jul,93.83,Lighting,57,49
Lighting_01,Atlanta,Aug,82.14,Lighting,64,49
Lighting_01,Atlanta,Sep,82.11,Lighting,64,49
Lighting_01,Atlanta,Oct,91.33,Lighting,45,49
Lighting_01,Atlanta,Nov,90.26,Lighting,46,49
Lighting_01,Atlanta,Dec,94.12,Lighting,48,49
Lighting_01,Dallas,Jan,90.75,Lighting,46,49
Lighting_01,Dallas,Feb,84.55,Lighting,57,49
Lighting_01,Dallas,Mar,90.26,Lighting,38,49
Lighting_01,Dallas,Apr,89.14,Lighting,51,49
Lighting_01,Dallas,May,92.0,Lighting,59,49
Lighting_01,Dallas,Jun,88.81,Lighting,52,49
Lighting_01,Dallas,Jul,85.13,Lighting,62,49
Lighting_01,Dallas,Aug,89.95,Lighting,57,49
Lighting_01,Dallas,Sep,92.32,Lighting,53,49
Lighting_01,Dallas,Oct,92.15,Lighting,54,49
Lighting_01,Dallas,Nov,90.43,Lighting,56,49
Lighting_01,Dallas,Dec,91.11,Lighting,57,49
Lighting_01,Houston,Jan,83.79,Lighting,52,49
Lighting_01,Houston,Feb,91.0,Lighting,45,49
Lighting_01,Houston,Mar,83.82,Lighting,59,49
Lighting_01,Houston,Apr,88.09,Lighting,56,49
Lighting_01,Houston,May,81.92,Lighting,64,49
Lighting_01,Houston,Jun,93.93,Lighting,44,49
Lighting_01,Houston,Jul,89.62,Lighting,58,49
Lighting_01,Houston,Aug,88.49,Lighting,49,49
Lighting_01,Houston,Sep,91.45,Lighting,52,49
Lighting_01,Houston,Oct,88.51,Lighting,51,49
Lighting_01,Houston,Nov,93.7,Lighting,52,49
Lighting_01,Houston,Dec,93.32,Lighting,40,49
Lighting_01,Phoenix,Jan,87.09,Lighting,43,49
Lighting_01,Phoenix,Feb,91.63,Lighting,45,49
Lighting_01,Phoenix,Mar,90.39,Lighting,54,49
Lighting_01,Phoenix,Apr,85.21,Lighting,60,49
Lighting_01,Phoenix,May,93.55,Lighting,47,49
Lighting_01,Phoenix,Jun,93.47,Lighting,43,49
Lighting_01,Phoenix,Jul,87.01,Lighting,49,49
Lighting_01,Phoenix,Aug,85.22,Lighting,63,49
Lighting_01,Phoenix,Sep,93.96,Lighting,50,49
Lighting_01,Phoenix,Oct,84.67,Lighting,53,49
Lighting_01,Phoenix,Nov,84.47,Lighting,53,49
Lighting_01,Phoenix,Dec,86.38,Lighting,49,49
Lighting_02,Atlanta,Jan,89.73,Lighting,51,54
Lighting_02,Atlanta,Feb,91.06,Lighting,49,54
Lighting_02,Atlanta,Mar,96.91,Lighting,53,54
Lighting_02,Atlanta,Apr,91.97,Lighting,56,54
Lighting_02,Atlanta,May,91.53,Lighting,56,54
Lighting_02,Atlanta,Jun,98.78,Lighting,47,54
Lighting_02,Atlanta,Jul,89.7,Lighting,65,54
Lighting_02,Atlanta,Aug,100.99,Lighting,50,54
Lighting_02,Atlanta,Sep,98.88,Lighting,46,54
Lighting_02,Atlanta,Oct,100.23,Lighting,51,54
Lighting_02,Atlanta,Nov,90.36,Lighting,54,54
Lighting_02,Atlanta,Dec,100.26,Lighting,49,54
Lighting_02,Dallas,Jan,100.9,Lighting,44,54
Lighting_02,Dallas,Feb,91.77,Lighting,49,54
Lighting_02,Dallas,Mar,100.95,Lighting,47,54
Lighting_02,Dallas,Apr,100.63,Lighting,49,54
Lighting_02,Dallas,May,99.51,Lighting,43,54
Lighting_02,Dallas,Jun,89.72,Lighting,57,54
Lighting_02,Dallas,Jul,101.66,Lighting,52,54
Lighting_02,Dallas,Aug,95.75,Lighting,52,54
Lighting_02,Dallas,Sep,90.86,Lighting,54,54
Lighting_02,Dallas,Oct,95.06,Lighting,46,54
Lighting_02,Dallas,Nov,91.98,Lighting,47,54
Lighting_02,Dallas,Dec,97.1,Lighting,45,54
Lighting_02,Houston,Jan,92.9,Lighting,43,54
Lighting_02,Houston,Feb,95.4,Lighting,49,54
Lighting_02,Houston,Mar,89.44,Lighting,50,54
Lighting_02,Houston,Apr,95.73,Lighting,45,54
Lighting_02,Houston,May,97.34,Lighting,50,54
Lighting_02,Houston,Jun,100.84,Lighting,41,54
Lighting_02,Houston,Jul,99.76,Lighting,46,54
Lighting_02,Houston,Aug,90.69,Lighting,50,54
Lighting_02,Houston,Sep,92.53,Lighting,58,54
Lighting_02,Houston,Oct,98.72,Lighting,44,54
Lighting_02,Houston,Nov,96.8,Lighting,41,54
Lighting_02,Houston,Dec,93.99,Lighting,46,54
Lighting_02,Phoenix,Jan,95.36,Lighting,44,54
Lighting_02,Phoenix,Feb,99.11,Lighting,49,54
Lighting_02,Phoenix,Mar,90.38,Lighting,44,54
Lighting_02,Phoenix,Apr,99.89,Lighting,41,54
Lighting_02,Phoenix,May,98.13,Lighting,55,54
Lighting_02,Phoenix,Jun,98.95,Lighting,44,54
Lighting_02,Phoenix,Jul,92.35,Lighting,45,54
Lighting_02,Phoenix,Aug,98.42,Lighting,47,54
Lighting_02,Phoenix,Sep,90.25,Lighting,53,54
Lighting_02,Phoenix,Oct,99.05,Lighting,42,54
Lighting_02,Phoenix,Nov,99.26,Lighting,34,54
Lighting_02,Phoenix,Dec,94.27,Lighting,40,54
Tire_01,Atlanta,Jan,190.5,Tire,27,136
Tire_01,Atlanta,Feb,192.74,Tire,28,136
Tire_01,Atlanta,Mar,183.23,Tire,27,136
Tire_01,Atlanta,Apr,186.16,Tire,29,136
Tire_01,Atlanta,May,195.83,Tire,30,136
Tire_01,Atlanta,Jun,189.36,Tire,27,136
Tire_01,Atlanta,Jul,194.35,Tire,30,136
Tire_01,Atlanta,Aug,182.42,Tire,32,136
Tire_01,Atlanta,Sep,177.53,Tire,33,136
Tire_01,Atlanta,Oct,178.07,Tire,28,136
Tire_01,Atlanta,Nov,189.9,Tire,25,136
Tire_01,Atlanta,Dec,197.21,Tire,29,136
Tire_01,Dallas,Jan,194.47,Tire,24,136
Tire_01,Dallas,Feb,200.54,Tire,23,136
Tire_01,Dallas,Mar,177.05,Tire,27,136
Tire_01,Dallas,Apr,200.45,Tire,31,136
Tire_01,Dallas,May,198.44,Tire,25,136
Tire_01,Dallas,Jun,186.8,Tire,28,136
Tire_01,Dallas,Jul,192.4,Tire,31,136
Tire_01,Dallas,Aug,187.59,Tire,26,136
Tire_01,Dallas,Sep,191.38,Tire,24,136
Tire_01,Dallas,Oct,201.93,Tire,25,136
Tire_01,Dallas,Nov,197.01,Tire,29,136
Tire_01,Dallas,Dec,197.98,Tire,26,136
Tire_01,Houston,Jan,188.01,Tire,31,136
Tire_01,Houston,Feb,183.56,Tire,29,136
Tire_01,Houston,Mar,180.41,Tire,26,136
